Reference,ep-headnote,ep-headnote-language,ep-catchword,ep-catchword-language,Case Code,Country,Appeal Number,Year
T930039EP1,"[EN] 1. New Rule 71a EPC should not be construed as an invitation to file new evidence or other material departing from the legal and factual framework of issues and grounds pleaded and evidenced throughout the proceedings prior to the hearing of the appeal (point 3.3 of Reasons). 2. The technical problem as originally presented, in accordance with Rule 27(1)(c) EPC, in the application or patent in suit, which is to be regarded as the ""subjective"" technical problem, may require reformulation on the basis of objectively more relevant elements originally not taken into account by the Applicant or Patentee. This reformulation yields a definition of the ""objective"" technical problem. The latter represents the ultimate residue (effect), corresponding to the objective contribution provided by the subject-matter defined in the relevant claim (features)(Points 5.3.1, 5.3.2, 5.3.3 of Reasons). 3. Whilst generally accepted definitions of the notional ""person skilled in the art"" do not always use identical language to define the qualities of such a person, they have one thing in common, namely that none of them suggests that he is possessed of any inventive capability. It is the presence of such capability in the inventor which sets him apart from the notional skilled person (point 7.8.4 of Reasons).",EN,,None,T,EP,0039,1993
T930039EX1,"[EN] 1. New Rule 71a EPC should not be construed as an invitation to file new evidence or other material departing from the legal and factual framework of issues and grounds pleaded and evidenced throughout the proceedings prior to the hearing of the appeal (point 3.3 of Reasons). 2. The technical problem as originally presented, in accordance with Rule 27(1)(c) EPC, in the application or patent in suit, which is to be regarded as the ""subjective"" technical problem, may require reformulation on the basis of objectively more relevant elements originally not taken into account by the Applicant or Patentee. This reformulation yields a definition of the ""objective"" technical problem. The latter represents the ultimate residue (effect), corresponding to the objective contribution provided by the subject-matter defined in the relevant claim (features)(Points 5.3.1, 5.3.2, 5.3.3 of Reasons). 3. Whilst generally accepted definitions of the notional ""person skilled in the art"" do not always use identical language to define the qualities of such a person, they have one thing in common, namely that none of them suggests that he is possessed of any inventive capability. It is the presence of such capability in the inventor which sets him apart from the notional skilled person (point 7.8.4 of Reasons).",EN,,None,T,EP,0039,1993
T930039FP1,"[FR] 1. La nouvelle règle 71bis CBE ne doit pas être interprétée comme une invitation à produire de nouvelles preuves ou autres moyens sortant du cadre de droit et de fait constitué par les questions et motifs exposés et par les preuves avancées à cet égard tout au long de la procédure qui a précédé la procédure orale devant la chambre de recours (point 3.3 des motifs). 2. Il peut être nécessaire de reformuler le problème technique qui avait été énoncé initialement, conformément à la règle 27(1)c) CBE, dans la demande ou le brevet en litige (le problème technique ""subjectif""), de manière à tenir compte d'éléments objectivement plus pertinents qui n'avaient pas été pris en considération à l'origine par le demandeur ou le titulaire du brevet. Cette reformulation conduit à définir le problème technique ""objectif"", lequel représente ce qui subsiste en dernière analyse (effet obtenu), c'est-à-dire la contribution objective qu'apportent par rapport à l'état de la technique les éléments définis dans la revendication pertinente (les caractéristiques) (points 5.3.1, 5.3.2 et 5.3.3 des motifs). 3. Même si dans les définitions (généralement admises) de la notion abstraite de ""l'homme du métier"", il n'est pas toujours utilisé des termes identiques pour définir les qualités de cette personne, ces définitions ont ceci de commun qu'elles ne laissent pas entendre que l'homme du métier est doté d'une quelconque capacité inventive. C'est l'existence d'une telle capacité chez l'inventeur qui distingue ce dernier de l'homme du métier abstrait (point 7.8.4 des motifs).",FR,,None,T,EP,0039,1993
T930051EU1,,None,[EN] A different mode of administration for a pharmaceutical can render a medical use claim drafted according to decision G 5/83 novel.,EN,T,EP,0051,1993
T930063EU1,,None,"[EN] A patent application may be refused after the first communication if the Applicant's response fails to convince the Examining Division, particularly when the claimed subject-matter has not been substantially modified.",EN,T,EP,0063,1993
T930071EU1,,None,"[EN] A feature not explicitly mentioned in a prior art document although being generally known for alleviating a drawback usual in the same technical field, can not be considered implicitly disclosed if it is not directly derivable from said prior art document that said drawback was considered as unacceptable and/or if other solutions were proposed for alleviating said drawback.",EN,T,EP,0071,1993
T930074DP1,"[DE] Ein Verfahren zur Empfängnisverhütung, das im privaten, persönlichen Bereich eines Menschen anzuwenden ist, gilt nicht als gewerblich anwendbar.",DE,,None,T,EP,0074,1993
T930074EP1,[EN] A method of contraception which is to be applied in the private and personal sphere of a human being is not susceptible of industrial application.,EN,,None,T,EP,0074,1993
T930074EX1,[EN] A method of contraception which is to be applied in the private and personal sphere of a human being is not susceptible of industrial application.,EN,,None,T,EP,0074,1993
T930074FP1,[FR] Une méthode contraceptive destinée à être mise en oeuvre par un être humain dans un cadre privé et intime n'est pas considérée comme susceptible d'application industrielle.,FR,,None,T,EP,0074,1993
T930082DP1,"[DE] 1. Nach Artikel 52 (4) EPÜ ist ein Anspruch nicht gewährbar, wenn er auch nur ein Merkmal enthält, das eine Tätigkeit oder eine Maßnahme (z. B. einen Verfahrensschritt) definiert, die ein ""Ver- fahren zur ... therapeutischen Behandlung des menschlichen ... Körpers"" darstellt (im Anschluß an Entscheidung T 820/92, ABl. EPA 1995, 113). Ob der Anspruch Merkmale umfaßt, die auf einen an einem technischen Gegenstand ausgeführten technischen Vorgang gerichtet sind, ist für die Anwendung des Artikels 52 (4) EPÜ nicht rechts- erheblich. 2. Eine im Einspruchsverfahren vorgeschlagene Änderung der Patent- ansprüche in Form eines Kategoriewechsels von einem ""Verfahren zum Betreiben eines Geräts"" zu einem ""Gerät"" ist nach Artikel 123 (3) EPÜ grundsätzlich nicht zulässig. 3. Enthält ein Patent in der erteilten Fassung nur Ansprüche, die bei richtiger Auslegung ein Verfahren zum Betreiben eines Geräts definieren, das eigentlich ein ""Verfahren zur chirurgischen oder therapeutischen Behandlung des menschlichen oder tierischen Kör- pers"" ist, und wird gegen dieses Patent Einspruch nach Artikel 52 (4) EPÜ eingelegt, so können die Artikel 52 (4) und 123 (3) EPÜ in Verbindung miteinander insofern eine unentrinnbare Falle bilden, die unweigerlich zum Widerruf des Patents führt, als a) das Patent nicht in der erteilten Fassung aufrechterhalten werden kann, weil die Ansprüche einen nach Artikel 52 (4) EPÜ von der Patentierbarkeit ausgeschlossenen Gegenstand definieren; b) das Patent nicht in geändertem Umfang aufrechterhalten werden kann, weil die Ansprüche dann nur noch das Gerät definieren, aber keine Merkmale mehr enthalten, die das Betreiben des Geräts in einem durch Artikel 52 (4) EPÜ ausgeschlossenen therapeutischen Verfahren definieren, und eine Änderung der erteilten Ansprüche durch Streichen dieser ""Verfahrensmerkmale"" gegen Artikel 123 (3) EPÜ verstoßen würde (in Abgrenzung gegen die Entscheidungen T 378/86, ABl. EPA 1988, 386 und T 426/89, ABl. EPA 1992, 172).",DE,,None,T,EP,0082,1993
T930082EP1,"[EN] 1. Under Article 52(4) EPC, a claim is not allowable if it includes at least one feature defining a physical activity or action (eg a method step) which constitutes a ""method for treatment of the human ... body by therapy"" (following decision T 820/92, OJ EPO 1995, 113). Whether or not the claim includes features directed to a technical operation performed on a technical object is legally irrelevant to the application of Article 52(4) EPC. 2. The proposed amendment of the claims of a patent during opposition proceedings by way of change of category from a ""method of operating a device"" to a ""device"" is in principle not allowable under Article 123(3) EPC. 3. If a patent as granted only contains claims which, on their proper interpretation, each define a method of operating a device which is in fact a ""method for treatment of the human or animal body by therapy or surgery"", and such patent is opposed under Article 52(4) EPC, then Articles 52(4) and 123(3) EPC may operate in combination as an inescapable trap resulting inevitably in revocation of the patent, in that: (a) the patent cannot be maintained as granted because its claims define subject-matter which is unpatentable having regard to Article 52(4) EPC; (b) the patent cannot be maintained in amended form with claims which only define the device itself and which no longer contain features defining a therapeutic method of operating it contrary to Article 52(4) EPC, because amendment of the claims as granted by deletion of such ""method features"" defining therapeutic operation of the device would be contrary to Article 123(3) EPC (decisions T 378/86, OJ EPO 1988, 386, and T 426/89 OJ EPO 1992, 172, distinguished).",EN,,None,T,EP,0082,1993
T930082EX1,"[EN] I. Under Article 52(4) EPC, a claim is not allowable if it includes at least one feature defining a physical activity or action (e.g. a method step) which constitutes a ""method for treatment of the human ... body by therapy"" (following Decision T 820/92, OJ EPO 1995, 113). Whether or not the claim includes features directed to a technical operation performed on a technical object is legally irrelevant to the application of Article 52(4) EPC. II. The proposed amendment of the claims of a patent during opposition proceedings by way of change of category from a ""method of operating a device"" to a ""device"" is in principle not allowable under Article 123(3) EPC. III. If a patent as granted only contains claims which, on their proper interpretation, each define a method of operating a device which is in fact a ""method for treatment of the human or animal body by therapy or surgery"", and such patent is opposed under Article 52(4) EPC, then Articles 52(4) and 123(3) EPC may operate in combination as an inescapable trap resulting inevitably in revocation of the patent, in that: (a) the patent cannot be maintained as granted because its claims define subject-matter which is unpatentable having regard to Article 52(4) EPC; (b) the patent cannot be maintained in amended form with claims which only define the device itself and which no longer contain features defining a therapeutic method of operating it contrary to Article 52(4) EPC, because amendment of the claims as granted by deletion of such ""method features"" defining therapeutic operation of the device would be contrary to Article 123(3) EPC (Decisions T 378/86, OJ EPO 1988, 386, and T 426/89 OJ EPO 1992, 172 distinguished).",EN,,None,T,EP,0082,1993
T930082FP1,"[FR] 1. En vertu de l'article 52(4) CBE, il n'est pas possible d'admettre une revendication qui comprend une ou plusieurs caractéristiques définissant une activité ou action physique (par ex. une étape de procédé), si cette activité ou action physique constitue une ""méthode de traitement thérapeutique du corps humain"" (même prise de position que dans la décision T 820/92, JO OEB 1995, 113). Peu importe à cet égard que la revendication comprenne ou non des caractéristiques relatives à une action technique exercée sur un objet technique. 2. L'article 123(3) CBE ne permet pas en tout état de cause de proposer au stade de la procédure d'opposition une modification qui conduirait à faire passer les revendications du brevet de la catégorie ""revendications de méthode pour faire fonctionner un dispositif"" à la catégorie ""revendications de dispositif"". 3. Dans le cas où, interprétées correctement, toutes les revendications du brevet tel que délivré définissent une méthode pour faire fonctionner un dispositif, laquelle constitue en fait une ""méthode de traitement chirurgical ou thérapeutique du corps humain ou animal"", et où une opposition est formée à l'encontre dudit brevet au titre de l'article 52(4) CBE, le jeu des dispositions conjuguées des articles 52(4) et 123(3) CBE peut créer une situation inextricable, le titulaire ne pouvant échapper à la révocation du brevet du fait que : a) le brevet ne peut être maintenu tel que délivré, car ses revendications définissent un objet non brevetable au regard de l'article 52(4) CBE ; b) le brevet ne peut pas non plus être maintenu sous une forme modifiée avec des revendications définissant uniquement le dispositif lui-même, sans les caractéristiques qui allaient à l'encontre de l'article 52(4) CBE, c'est-à-dire celles qui définissaient une méthode thérapeutique d'utilisation dudit dispositif, car il serait contraire à l'article 123(3) CBE de modifier les revendications du brevet tel que délivré en vue de supprimer ces ""caractéristiques de méthode"" qui définissaient l'utilisation thérapeutique du dispositif (distinction à établir par rapport aux décisions T 378/86, JO OEB 1988, 386, et T 426/89, JO OEB 1992, 172).",FR,,None,T,EP,0082,1993
T930085DP1,"[DE] Ein Beleg für das allgemeine Fachwissen sollte wie alle anderen zur Erhärtung des Vorbringens eines Einsprechenden dienenden Beweismittel in einer frühen Phase des Verfahrens vor der Einspruchsabteilung eingereicht werden (im Anschluß an die Entscheidung G 4/95, ABl. EPA 1996, 412) und kann von der Kammer nach deren Ermessen als unzulässig zurückgewiesen werden, wenn er erstmals im Beschwerdeverfahren eingereicht wird.",DE,,None,T,EP,0085,1993
T930085EP1,"[EN] Evidence of common general knowledge, like any other evidence in support of an opponent's case, should be filed at an early stage in the proceedings before the Opposition Division (following Decision G 4/95, OJ EPO 1996, 412), and may be rejected as inadmissible in the Board's discretion, if filed for the first time during appeal proceedings.",EN,,None,T,EP,0085,1993
T930085EX1,"[EN] Evidence of common general knowledge, like any other evidence in support of an opponent's case, should be filed at an early stage in the proceedings before the Opposition Division (following Decision G 4/95, OJ EPO 1996, 412), and may be rejected as inadmissible in the Board's discretion, if filed for the first time during appeal proceedings.",EN,,None,T,EP,0085,1993
T930085FP1,"[FR] La preuve des connaissances générales de l'homme du métier, comme toute autre preuve à l'appui de la cause d'un opposant, devrait être produite au début de la procédure devant la division d'opposition (suivant la décision G 4/95, JO OEB 1996, 412), et peut être rejetée comme irrecevable à l'appréciation de la chambre, si elle est produite pour la première fois au cours de la procédure de recours.",FR,,None,T,EP,0085,1993
T930089FU1,,None,"[FR] La Division d'examen ne saurait rejeter une demande dès après une première notification : - si le demandeur s'est réellement efforcé de répondre aux objections qui y étaient formulées, et - s'il paraît vraisemblable que la poursuite de l'examen puisse conduire à un résultat positif. Les deux conditions sont satisfaites lorsque, s'agissant d'une objection pour manque de clarté, le demandeur, pour y répondre, a modifié sa demande de brevet en tenant compte des modifications suggérées par l'examinateur.",FR,T,EP,0089,1993
T930104DU1,,None,[DE] Präzisierung der Größe eines Parameters durch ein Funktionsmerkmal,DE,T,EP,0104,1993
T930105EU1,,None,[EN] The term 'grounds' in Article 113(1) EPC means the reasoning upon which the EPO has based its decision.,EN,T,EP,0105,1993
T930109DU1,,None,[DE] Bei der Beurteilung der erfinderischen Tätigkeit einer beanspruchten Lösung dürfen an die Offenbarung des Gegenstands einer Entgegenhaltung keine höheren Anforderungen gestellt werden als an die Offenbarung des Gegenstands der zu prüfenden Anmeldung (s. Punkt 4.3).,DE,T,EP,0109,1993
T930125EU1,,None,"[EN] The legal consequences of the introduction of new facts - here a relevant prior art document - into an appeal, resulting in a shift in the factual framework of the appeal, apply also when the party responsible for the shift is the Patentee, Reasons, points 2.3, 2.4.",EN,T,EP,0125,1993
T930134EU1,,None,"[EN] General critical remarks in one textbook are not sufficient for substantiating an alleged prejudice, if a plurality of prior art documents point to the opposite.",EN,T,EP,0134,1993
T930165EU1,,None,[EN] If following an extension of the opposition to originally not attacked dependent claims after expiry of the opposition period the proprietor of the patent who was duly informed about this extension does not show any willingness to include such originally undisputed subject-matter into the independent claim(s) there is no necessity to issue a further communication in this respect before revoking the patent (point 7 of the reasons).,EN,T,EP,0165,1993
T930167DP1,[DE] Eine Entscheidung einer Beschwerdekammer über eine Beschwerde gegen eine Entscheidung der Prüfungsabteilung hat für das nachfolgende Einspruchs- oder Einspruchsbeschwerdeverfahren weder nach dem EPÜ noch nach dem Grundsatz der 'res judicata' (Rechtskraftwirkung) eine Bindungswirkung.,DE,,None,T,EP,0167,1993
T930167EP1,"[EN] A decision of a Board of Appeal on appeal from an Examining Division has no binding effect in subsequent opposition proceedings or on appeal therefrom, having regard both to the EPC and 'res judicata' principle(s).",EN,,None,T,EP,0167,1993
T930167EX1,"[EN] A decision of a Board of Appeal on appeal from an Examining Division has no binding effect in subsequent opposition proceedings or on appeal therefrom, having regard both to the EPC and 'res judicata' principle(s).",EN,,None,T,EP,0167,1993
T930167FP1,"[FR] Au regard des principes de la CBE et de ""l'autorité de la chose jugée"", une décision rendue par une chambre de recours à la suite d'un recours formé contre une décision d'une division d'examen ne s'impose pas dans une procédure d'opposition ultérieure ou lors d'une procédure de recours engagée sur cette opposition.",FR,,None,T,EP,0167,1993
T930184EU1,,None,[EN] No disclosure of the invention in a manner sufficiently clear and complete for it to be carried out by a person skilled in the art,EN,T,EP,0184,1993
T930187EU1,,None,"[EN] If a given technical effect (here: immunoprotection in vivo) is solely relied upon in order to demonstrate that a claimed subject-matter (here: a vaccine against a viral pathogen and its production method) involves an inventive step, claims of a broad scope are not allowable under Articles 83 and 84 EPC when, on the basis of the disclosure in the European patent application or the European patent and of the common general knowledge at the date of filing or at the priority date, said technical effect cannot be achieved by the skilled person without undue burden within the whole range of application claimed (cf. points 2 to 7 of the Reasons).",EN,T,EP,0187,1993
T930191EU1,,None,"[EN] Amendments introducing new features including the expressions ""much nearer"" which are based exclusively on the original drawings and which are isolated from other features derivable from said drawings extend the subject-matter beyond the content of the application as filed if, without said other features, the defined subject-matter is ambiguous and thus its features do not provide greater precision (c.f. T 0169/93, OJ EPO 1985, 193).",EN,T,EP,0191,1993
T930203EU1,,None,"[EN] Use of known means not foreseeable to solve objective problem. Known means could have been used, but would not have been used. Time factor of over ten years an additional indication supporting conclusion that claimed use of known means was not obvious.",EN,T,EP,0203,1993
T930204EU1,,None,"[EN] Generating concrete software programs from supplied generic specifications, i.e, reusable software modules, involving computer programs as such, and a computer implementation of mental acts, does not make a contribution in a field outside the range of excluded matters.",EN,T,EP,0204,1993
T930206EU1,,None,"[EN] Late-filed claims not clearly allowable (no sufficient disclosure, no clarity, no support by the description) - no text agreed upon by the Appellant.",EN,T,EP,0206,1993
T930218DU1,,None,"[DE] Wesentlicher Verfahrensmangel (bejaht) Verpflichtung zu weiterem Bescheid bei Anlaß für Anmelder, die ursprünglichen Beanstandungen für behoben zu halten",DE,T,EP,0218,1993
T930231DU1,,None,"[DE] Werte eines Parameters eines im Einspruchsverfahren geänderten Anspruchs werden im Hinblick auf das Erweiterungsverbot von Artikel 123(3) EPÜ bei der Auslegung des Anspruchs zur Bestimmung des Schutzbereiches nicht ohne weiteres ausgeschlossen, weil sie für den Fachmann aus technischen Gründen mit Bezug auf die im erteilten Patent angegebene Aufgabe nicht in Frage kommen könnten, wenn im erteilten Patent Angaben über diese technischen Gründe nicht erkennbar sind (siehe Punkt 2.1.2, erster und zweiter Absatz).",DE,T,EP,0231,1993
T930233EU1,,None,"[EN] If the appellant II withdraws his appeal but not his opposition, he falls back into the role of a party as of right in the sense of Article 107 EPC, second sentence and the scope of the appeal is defined by the request of appellant I, which the non-appealing party may not exceed (G 9/92, OJ EPO, 1994, 875). As appellant I only objected to those parts of the impugned decision which relate to product claims the Board is not authorised to question the patentability of the process claims.",EN,T,EP,0233,1993
T930254DP1,"[DE] 1. Wird eine zweite medizinische Indikation in bezug auf die Verwendung eines Bestandteils zur Herstellung eines bekannten Stoffgemischs beansprucht und ist die Wirkung der Verwendung des bekannten Stoffgemischs für den bekannten Zweck offensichtlich, so kann eine technische Aufgabe weder in der Erzielung der Wirkung noch in der Herstellung des Stoffgemischs gesehen werden. Die einzige verbleibende Frage könnte in der Erklärung des der Behandlung nach dem bekannten Verfahren zugrunde liegenden Phänomens bestehen (s. Nr. 4.4 der Entscheidungsgründe). 2. Die bloße Erklärung einer Wirkung, die bei Verwendung eines Stoffs in einem bekannten Stoffgemisch erzielt wird, selbst wenn nicht bekannt war, daß die Wirkung diesem Stoff in dem bekannten Stoffgemisch zuzuschreiben ist, kann einem bekannten Verfahren keine Neuheit verleihen, wenn dem Fachmann bereits bewußt war, daß die gewünschte Wirkung eintreten würde (s. Nr. 4.8 der Entscheidungsgründe).",DE,,None,T,EP,0254,1993
T930254EP1,"[EN] 1. When a second medical indication is claimed in relation with the use of a constituent in the preparation of a known composition and the final effect is apparent in using the known composition for the known purpose, a technical problem can be seen neither in the obtention of the final effect nor in the preparation of the composition. The only remaining question could be the explanation of the phenomenon underlying the treatment according to the known process (see reasons point 4.4). 2. The mere explanation of an effect obtained when using a compound in a known composition even if the effect was not known to be due to this compound in the known composition, cannot confer novelty on a known process if the skilled person was already aware of the occurrence of the desired effect (see reasons point 4.8).",EN,,None,T,EP,0254,1993
T930254EX1,"[EN] When a second medical indication is claimed in relation with a constiuent in the preparation of a known composition and the final effect is apparent in using the known composition for the known purpose, a technical problem can be seen neither in the obtention of the final effect nor in the preparation of the composition. The only remaining question could be the explanation of the phenomenon underlying the treatment according to the known process (see reasons pt. 4.4). The mere explanation of an effect obtained when using a compound in a known composition, even if the effect was not known to be due to this compound in the known composition, cannot confer novelty to a known process if the skilled person was already aware of the occurrence of the desired effect (see reasons pt. 4.8).",EN,,None,T,EP,0254,1993
T930254FP1,"[FR] 1. Lorsqu'une deuxième indication médicale est revendiquée en relation avec l'emploi d'un constituant dans la préparation d'une composition connue et que l'effet final apparaît lorsque l'on utilise la composition connue dans le but connu, on ne saurait voir dans l'obtention de l'effet final ou dans la préparation de la composition un quelconque problème technique. La seule question que l'on pourrait encore se poser serait de savoir comment s'explique le phénomène sous-jacent au traitement selon le procédé connu (cf. point 4.4 des motifs). 2. Le simple fait d'expliquer un effet obtenu lorsque l'on utilise un composé dans une composition connue, et ce même si l'on ignorait que cet effet était dû à la présence de ce composé dans la composition connue, ne saurait conférer un caractère de nouveauté à un procédé connu, si l'homme du métier a déjà constaté que l'effet désiré se produisait (cf. point 4.8 des motifs).",FR,,None,T,EP,0254,1993
T930263EU1,,None,"[EN] The right to be heard laid down in Article 113(1) EPC requires that the party concerned be given sufficient time to submit an adequate response, if the EPO decides to communicate to a party to proceedings before it an objection raised by another party without an express invitation to reply within a specified time limit. Although the length of the period of time necessary to comply with that requirement depends on the particular circumstances of the case, a party to opposition proceedings before the EPO can fairly expect that it would normally have at least two months to present its comments to such objections, before a decision based on them is taken (point 2.2.2 of the reasons).",EN,T,EP,0263,1993
T930276DP1,"[DE] Der Großen Beschwerdekammer werden nach Artikel 112 (1) a) EPÜ folgende Rechtsfragen vorgelegt: 1. Kann der Verwaltungsrat im Rahmen seiner allgemeinen Befugnisse nach Artikel 33 (1) b) EPÜ eine bestehende Verfahrensordnung der Beschwerdekammern ändern, die er aufgrund seiner besonderen Befugnis nach Artikel 23 (4) EPÜ bereits genehmigt hatte? 2. Wenn ja, beschränkt Artikel 23 (3) EPÜ die Änderungen, die der Verwaltungsrat verfügen darf, und in welchem Umfang?",DE,,None,T,EP,0276,1993
T930276EP1,"[EN] The following questions of law shall be referred to the Enlarged Board of Appeal pursuant to Article 112(1)(a) EPC: 1. Does it lie within the general powers of the Administrative Council pursuant to Article 33(1)(b) EPC to change an existing rule of procedure of the boards of appeal which it had already enacted pursuant to special powers under Article 23(4)? 2. If the answer to the above question is ""yes"", to what extent, if any, does Article 23(3) EPC limit the changes which the Administrative Council may so enact?",EN,,None,T,EP,0276,1993
T930276EX1,"[EN] The following questions of law shall be referred to the Enlarged Board of Appeal pursuant to Article 112(1)(a) EPC: I. Does it lie within the general powers of the Administrative Council pursuant to Article 33(1)(b) EPC to change an existing rule of procedure of the Boards of Appeal which it had already enacted pursuant to special powers under Article 23(4)? II. If the answer to the above question is ""yes"" to what extent, if any, does Article 23(3) EPC limit the changes which the Administrative Council may so enact?",EN,,None,T,EP,0276,1993
T930276FP1,"[FR] Les questions de droit suivantes sont soumises à la Grande Chambre de recours conformément à l'article 112(1)a) CBE : 1. Le Conseil d'administration a-t-il compétence en vertu de l'article 33(1)b) CBE pour modifier une règle de procédure des chambres de recours qu'il avait arrêtée en application des pouvoirs spéciaux que lui confère l'article 23(4) CBE ? 2. Dans l'affirmative, dans quelle mesure l'article 23(3) CBE limite-t-il, s'il le peut, les modifications que le Conseil d'administration peut ainsi apporter ?",FR,,None,T,EP,0276,1993
T930279EU1,,None,"[EN] 1. A claim to the use of a compound A in a process for preparing compound B has no broader scope than a claim to a process for preparing compound B from compound A (see point 4). 2. The use of a compound A in a process for preparing compound B in order to reduce the formation of impurities is not necessarily a functional technical feature in the sense of decision G 2/88, and does not, therefore, in all circumstances confer novelty to the subject-matter of a claim containing it (points 5.3 to 5.5)",EN,T,EP,0279,1993
T930296DP1,"[DE] Ausgangspunkt für die Berechnung der Dreimonatsfrist für den Beitritt nach Artikel 105 (1) EPÜ ist stets der Zeitpunkt der Erhebung der ersten Klage. Wurde zuerst von einem Patentinhaber gegen einen vermeintlichen Patentverletzer eine Verletzungsklage eingeleitet, so findet Artikel 105 (1) Satz 1 EPÜ Anwendung, auch wenn letzterer daraufhin nach Artikel 105 (1) Satz 2 EPÜ bezüglich desselben Patents eine Klage auf gerichtliche Feststellung erhoben hat, daß er das Patent nicht verletze.",DE,,None,T,EP,0296,1993
T930296EP1,"[EN] The applicable starting point for calculating the three-month period for intervention under Article 105(1) EPC is always the date of the institution of the first court action. Where a court action for infringement was first brought by a patentee against an alleged infringer, Article 105(1), first sentence, EPC applies, even though the latter later instituted a court action seeking a declaration of non-infringement under Article 105(1), second sentence, EPC with regard to the same patent.",EN,,None,T,EP,0296,1993
T930296EX1,"[EN] The applicable starting point for calculating the three month period for intervention under Article 105(1) EPC is always the date of the institution of the first court action. Where a court action for infringement was first brought by a patentee against an alleged infringer, Article 105(1) EPC first sentence applies, even though the latter later instituted a court action seeking a declaration of non-infringement under Article 105(1) EPC second sentence, with regard to the same patent.",EN,,None,T,EP,0296,1993
T930296FP1,"[FR] Le point de départ du délai d'intervention de trois mois prévu à l'article 105(1) CBE est toujours la date d'introduction de la première action en justice. Lorsqu'il y a eu d'abord introduction par le titulaire d'un brevet d'une action en contrefaçon à l'encontre d'un contrefacteur présumé, c'est l'article 105(1), première phrase, CBE qui s'applique, même si le contrefacteur a par la suite introduit une action telle que visée à l'article 105(1), deuxième phrase, CBE, tendant à faire constater judiciairement qu'il n'est pas contrefacteur du brevet.",FR,,None,T,EP,0296,1993
T930339EU1,,None,"[EN] True identity of opponent held established, thus no reason to refer questions to Enlarged Board of Appeal. Remittal of third auxiliary request to first instance appropriate in this case, so that parties can direct their arguments knowing reasoning on which other requests refused.",EN,T,EP,0339,1993
T930352DU1,,None,"[DE] Ein Anspruch auf eine ionische Verbindung (Salz), die lediglich durch Strukturparameter, nämlich die Strukturformeln des Kations und des Anions dieser Verbindung, definiert ist, wird durch einen Stand der Technik neuheitsschädlich getroffen, der eine wäßrige Lösung offenbart, die eine dem Kation entsprechende Base und eine dem Anion entsprechende Säure enthält (vgl. Nr. 3.1.1 bis 3.1.4 der Entscheidungsgründe).",DE,T,EP,0352,1993
T930356DP1,"[DE] 1. Nach Artikel 53 a) EPÜ sind Erfindungen, deren Verwertung die Umwelt voraussichtlich ernsthaft gefährden würde, wegen Verstoßes gegen die öffentliche Ordnung von der Patentierung auszuschließen (s. Nr. 5 der Entscheidungsgründe). Eine Entscheidung in diesem Sinne setzt jedoch voraus, daß die Bedrohung der Umwelt zum Zeitpunkt der Entscheidung des EPA hinreichend substantiiert ist (s. Nr. 18.5 der Entscheidungsgründe). 2. Der Begriff ""Pflanzensorte"" in Artikel 53 b) erster Halbsatz EPÜ bezieht sich auf eine pflanzliche Gesamtheit innerhalb eines einzigen botanischen Taxons der untersten bekannten Rangstufe, die durch mindestens ein übertragbares Merkmal, das sie von anderen pflanzlichen Gesamtheiten unterscheidet, gekennzeichnet und in ihren maßgebenden Merkmalen hinreichend homogen und beständig ist (s. Nr. 23 der Entscheidungsgründe). 3. Pflanzenzellen als solche lassen sich nicht unter der Definition einer Pflanze oder Pflanzensorte subsumieren. Sie gelten vielmehr als ""mikrobiologische Erzeugnisse"" im weiteren Sinne (s. Nr. 23 der Entscheidungsgründe). 4. Der Begriff ""Mikroorganismus"" schließt Plasmide, Viren und alle für das bloße Auge nicht sichtbaren, im allgemeinen einzelligen Organismen ein, die im Labor vermehrt und manipuliert werden können (s. Nr. 34 der Entscheidungsgründe). 5. Der Begriff ""mikrobiologische Verfahren"" in Artikel 53 b) zweiter Halbsatz EPÜ bezieht sich auf Verfahren, in denen Mikroorganismen (oder Teile derselben) zur Herstellung oder Veränderung von Erzeugnissen verwendet oder für bestimmte Anwendungszwecke neue Mikroorganismen entwickelt werden. Als ""mit Hilfe dieser Verfahren gewonnene Erzeugnisse"" gemäß Artikel 53 b) zweiter Halbsatz EPÜ gelten demnach durch Mikroorganismen hergestellte oder veränderte Erzeugnisse sowie neue Mikroorganismen als solche (s. Nr. 36 der Entscheidungsgründe). 6. ""Technische Verfahren mit einem mikrobiologischen Verfahrensschritt"" (hier: ein Verfahren zur Erzeugung einer Pflanze) können nicht einfach mit ""mikrobiologischen Verfahren"" gleichgesetzt werden. Ebensowenig können die aus solchen technischen Verfahren hervorgehenden Endprodukte (z. B. Pflanzensorten) als ""Erzeugnisse mikrobiologischer Verfahren"" im Sinne des Artikels 53 b) zweiter Halbsatz EPÜ angesehen werden (s. Nr. 39 der Entscheidungsgründe). 7. Ein Anspruch ist nicht gewährbar, wenn die Erteilung eines Patents für die anspruchsgemäße Erfindung zu einer Umgehung eines im EPÜ verankerten Patentierungsverbots führt. Daher ist ein Anspruch, der Pflanzensorten umfaßt, nur dann gewährbar, wenn das in Artikel 53 b) erster Halbsatz EPÜ enthaltene Patentierungsverbot für Pflanzensorten keine Anwendung findet, weil der Anspruchsgegenstand als Erzeugnis eines mikrobiologischen Verfahrens zu werten ist (s. Nrn. 40.7 und 40.8 der Entscheidungsgründe).",DE,,None,T,EP,0356,1993
